Date,Friday,Friday Open,Friday High,Friday Low,Friday Close,Friday Average
2020-09-18 00:00:00-04:00,2020-09-18 00:00:00-04:00,317.4240025991349,317.53757665449035,310.4199899682182,312.9565734863281,313.9787833113543
2020-09-25 00:00:00-04:00,2020-09-25 00:00:00-04:00,305.31841273123996,311.94383581414377,304.42873963389536,311.13934326171875,308.18628772401956
2020-10-02 00:00:00-04:00,2020-10-02 00:00:00-04:00,313.9503893075802,318.9762432098777,313.4676707107274,315.9758605957031,316.2219569603026
2020-10-09 00:00:00-04:00,2020-10-09 00:00:00-04:00,327.06869411223465,328.7629172901882,326.43456273982326,328.2896728515625,327.5987400150058
2020-10-16 00:00:00-04:00,2020-10-16 00:00:00-04:00,330.2867972310253,331.98102064859586,328.5263415349365,328.7061767578125,330.25368109176617
2020-10-23 00:00:00-04:00,2020-10-23 00:00:00-04:00,327.4189145866604,327.4757016127308,324.76875708820677,327.2769470214844,326.1222293504688
2020-10-30 00:00:00-04:00,2020-10-30 00:00:00-04:00,310.71344062902597,312.04799372632897,305.33738947268927,309.0665588378906,308.6926915995091
2020-11-06 00:00:00-05:00,2020-11-06 00:00:00-05:00,331.204904543113,332.7003734093758,329.04691067616517,331.422607421875,330.8736420427705
2020-11-13 00:00:00-05:00,2020-11-13 00:00:00-05:00,336.2591033254303,339.6948626766501,335.72907184869354,338.93768310546875,337.7119672626718
2020-11-20 00:00:00-05:00,2020-11-20 00:00:00-05:00,338.36984247714145,338.57807122789416,336.24024206994267,336.3159484863281,337.4091566489184
2020-11-27 00:00:00-05:00,2020-11-27 00:00:00-05:00,344.3705427109582,344.69234549398817,343.1779573680142,344.20965576171875,343.93515143100115
2020-12-04 00:00:00-05:00,2020-12-04 00:00:00-05:00,347.66434396318834,350.0589599609375,347.5696892869447,350.0589599609375,348.8143246239411
2020-12-11 00:00:00-05:00,2020-12-11 00:00:00-05:00,345.3738347342053,347.1153710503019,343.8216077743472,346.69891357421875,345.4684894123246
2020-12-18 00:00:00-05:00,2020-12-18 00:00:00-05:00,352.6156907287971,352.78677799053764,348.8611114415602,350.91424560546875,350.8239447160489
2021-01-08 00:00:00-05:00,2021-01-08 00:00:00-05:00,361.7597733876098,362.61523882594304,358.44245530657554,362.3966369628906,360.5288470662593
2021-01-15 00:00:00-05:00,2021-01-15 00:00:00-05:00,358.08124847387495,358.8986848387053,355.2106776709208,357.1117248535156,357.0546812548131
2021-01-22 00:00:00-05:00,2021-01-22 00:00:00-05:00,363.3376279230735,365.12461684290315,362.9479097856488,363.93646240234375,364.03626331427597
2021-01-29 00:00:00-05:00,2021-01-29 00:00:00-05:00,357.045162475497,358.033715080642,350.0492941272287,351.76025390625,354.0415046039353
2021-02-05 00:00:00-05:00,2021-02-05 00:00:00-05:00,368.993272626485,369.24990355537545,367.0351963337344,368.5274963378906,368.14254994455496
2021-02-12 00:00:00-05:00,2021-02-12 00:00:00-05:00,370.56165391857724,373.4607394727631,370.48559578162707,373.213623046875,371.9731676271951
2021-02-19 00:00:00-05:00,2021-02-19 00:00:00-05:00,372.6717726842087,372.96643266209725,370.2764347895323,370.7326965332031,371.62143372581477
2021-02-26 00:00:00-05:00,2021-02-26 00:00:00-05:00,365.3337156956623,366.5028410442918,359.5165164743899,361.5411071777344,363.0096787593409
2021-03-05 00:00:00-05:00,2021-03-05 00:00:00-05:00,361.6361806195587,365.72344927683076,354.2031085268234,364.64935302734375,359.9632789018271
2021-03-12 00:00:00-05:00,2021-03-12 00:00:00-05:00,372.6717913108462,374.70589671173354,371.84484042784777,374.5633239746094,373.27536856979066
2021-03-19 00:00:00-04:00,2021-03-19 00:00:00-04:00,371.8039648143337,373.4156135277619,369.2005255612523,371.4225158691406,371.3080695445071
2021-03-26 00:00:00-04:00,2021-03-26 00:00:00-04:00,372.8051805341466,378.03112002040524,372.1948681920033,377.6210632324219,375.11299410620427
2021-04-09 00:00:00-04:00,2021-04-09 00:00:00-04:00,389.45570629611416,392.5836335113305,389.3317288685532,392.4119567871094,390.95768118994187
2021-04-16 00:00:00-04:00,2021-04-16 00:00:00-04:00,397.90494406549186,398.53434782883437,396.45542664556314,397.91448974609375,397.4948872371988
2021-04-23 00:00:00-04:00,2021-04-23 00:00:00-04:00,393.72797921569605,398.8585493121718,393.6517010849649,397.4185485839844,396.25512519856835
2021-04-30 00:00:00-04:00,2021-04-30 00:00:00-04:00,398.2673531695224,399.13516617540205,397.0371535125407,397.95263671875,398.08615984397136
2021-05-07 00:00:00-04:00,2021-05-07 00:00:00-04:00,400.4225420107293,403.21669065532484,399.72637671828716,402.54913330078125,401.47153368680597
2021-05-14 00:00:00-04:00,2021-05-14 00:00:00-04:00,394.0522399656571,398.1338041603979,394.0236320267819,397.2659912109375,396.07871809358994
2021-05-21 00:00:00-04:00,2021-05-21 00:00:00-04:00,397.5425689276772,398.8109221716317,395.23478416472216,395.7020568847656,397.02285316817694
2021-05-28 00:00:00-04:00,2021-05-28 00:00:00-04:00,401.4524574542019,401.71947457586606,400.32717309166605,400.5655822753906,401.0233238337661
2021-06-04 00:00:00-04:00,2021-06-04 00:00:00-04:00,401.24260239401946,403.3120066363822,399.4211529823335,403.0068359375,401.36657980935786
2021-06-11 00:00:00-04:00,2021-06-11 00:00:00-04:00,404.5327176874105,404.7520355124017,403.21669432672854,404.6376037597656,403.9843649195651
2021-06-18 00:00:00-04:00,2021-06-18 00:00:00-04:00,399.0536235859052,399.76161415637745,396.7669903985688,396.97747802734375,398.2643022774731
2021-06-25 00:00:00-04:00,2021-06-25 00:00:00-04:00,407.482637247028,408.62117995682775,407.147766591576,408.16192626953125,407.88447327420187
2021-07-02 00:00:00-04:00,2021-07-02 00:00:00-04:00,413.00313817016894,415.32804972207174,411.9028447117269,414.9644775390625,413.6154472168993
2021-07-09 00:00:00-04:00,2021-07-09 00:00:00-04:00,413.8259827770011,416.99284518317023,412.08467853976487,416.6866760253906,414.53876186146755
2021-07-16 00:00:00-04:00,2021-07-16 00:00:00-04:00,417.1555056820174,417.2033318387265,412.2856174943729,412.68743896484375,414.7444746665497
2021-07-23 00:00:00-04:00,2021-07-23 00:00:00-04:00,418.600193729142,421.25997626891547,417.90178000334606,420.9155578613281,419.58087813613076
2021-07-30 00:00:00-04:00,2021-07-30 00:00:00-04:00,418.97330345803823,421.0303243931428,418.8393435135341,419.54736328125,419.93483395333845
2021-08-06 00:00:00-04:00,2021-08-06 00:00:00-04:00,422.9821352036573,423.78580731326826,422.69509068014827,423.3552551269531,423.24044899670827
2021-08-13 00:00:00-04:00,2021-08-13 00:00:00-04:00,426.32121682704144,426.6560875134886,425.8237138515097,426.636962890625,426.2399006824992
2021-08-20 00:00:00-04:00,2021-08-20 00:00:00-04:00,421.19296792525984,424.52246220183304,420.6954358073209,424.1875915527344,422.60894900457697
2021-08-27 00:00:00-04:00,2021-08-27 00:00:00-04:00,427.78501022891294,431.1623598898553,427.72760716822,430.7796630859375,429.44498352903764
2021-09-03 00:00:00-04:00,2021-09-03 00:00:00-04:00,432.4349261389747,434.0135689360287,432.0234985462973,433.4873352050781,433.01853374116297
2021-09-10 00:00:00-04:00,2021-09-10 00:00:00-04:00,431.5355162789703,431.96603924144694,426.05329030694105,426.17767333984375,429.009664774194
2021-09-17 00:00:00-04:00,2021-09-17 00:00:00-04:00,427.0439357812214,427.47583802408326,423.3006072611287,423.66534423828125,425.38822264260597
2021-09-24 00:00:00-04:00,2021-09-24 00:00:00-04:00,423.7037627680574,426.8039979101389,423.4829931960969,426.07452392578125,425.1434955531179
2021-10-01 00:00:00-04:00,2021-10-01 00:00:00-04:00,413.6639699027877,418.511057807443,410.064638500885,416.79296875,414.287848154164
