Wednesday,Friday,Wednesday Close,Friday Close,Difference,Capital,Loss,Put Sold,Put Buy
2021-05-12,2021-05-14,386.6138916015625,397.2659912109375,10.652099609375,37498.869018554615,0.0,382.74775268554686,377.74775268554686
2021-05-19,2021-05-21,391.8111572265625,395.7020568847656,3.890899658203125,39498.869018554615,0.0,387.8930456542969,382.8930456542969
2021-05-26,2021-05-28,399.6405334472656,400.5655822753906,0.925048828125,41498.869018554615,0.0,395.64412811279294,390.64412811279294
2021-06-02,2021-06-04,400.8421630859375,403.0068359375,2.1646728515625,43498.869018554615,0.0,396.8337414550781,391.8337414550781
2021-06-09,2021-06-11,402.1009216308594,404.6376037597656,2.53668212890625,45498.869018554615,0.0,398.0799124145508,393.0799124145508
2021-06-16,2021-06-18,402.5395812988281,396.97747802734375,-5.562103271484375,42425.45410156242,3073.414916992192,398.51418548583985,393.51418548583985
2021-06-23,2021-06-25,404.3252868652344,408.16192626953125,3.836639404296875,44425.45410156242,0.0,400.282033996582,395.282033996582
2021-06-30,2021-07-02,409.54925537109375,414.9644775390625,5.41522216796875,46425.45410156242,0.0,405.4537628173828,400.4537628173828
2021-07-07,2021-07-09,415.6724853515625,416.6866760253906,1.014190673828125,48425.45410156242,0.0,411.51576049804686,406.51576049804686
2021-07-14,2021-07-16,417.3755187988281,412.68743896484375,-4.688079833984375,47396.804809570196,1028.6492919922239,413.20176361083986,408.20176361083986
2021-07-21,2021-07-23,415.7585754394531,420.9155578613281,5.156982421875,49396.804809570196,0.0,411.6009896850586,406.6009896850586
2021-07-28,2021-07-30,419.8534851074219,419.54736328125,-0.306121826171875,51396.804809570196,0.0,415.65495025634766,410.65495025634766
2021-08-04,2021-08-06,419.9970397949219,423.3552551269531,3.35821533203125,53396.804809570196,0.0,415.79706939697263,410.79706939697263
2021-08-11,2021-08-13,424.5894775390625,426.636962890625,2.0474853515625,55396.804809570196,0.0,420.34358276367186,415.34358276367186
2021-08-18,2021-08-20,420.1883544921875,424.1875915527344,3.999237060546875,57396.804809570196,0.0,415.9864709472656,410.9864709472656
2021-08-25,2021-08-27,429.4976501464844,430.7796630859375,1.282012939453125,59396.804809570196,0.0,425.20267364501956,420.20267364501956
2021-09-01,2021-09-03,432.2626953125,433.4873352050781,1.224639892578125,61396.804809570196,0.0,427.940068359375,422.940068359375
2021-09-08,2021-09-10,431.4111633300781,426.17767333984375,-5.233489990234375,59558.04809570304,1838.7567138671557,427.0970516967773,422.0970516967773
2021-09-15,2021-09-17,428.5121765136719,423.66534423828125,-4.846832275390625,58434.627075195174,1123.4210205078625,424.2270547485352,419.2270547485352
2021-09-22,2021-09-24,420.2675476074219,426.07452392578125,5.806976318359375,60434.627075195174,0.0,416.06487213134767,411.06487213134767
2021-09-29,2021-10-01,416.9945983886719,416.79296875,-0.201629638671875,62434.627075195174,0.0,412.8246524047852,407.8246524047852
2021-10-06,2021-10-08,417.426513671875,420.2675476074219,2.841033935546875,64434.627075195174,0.0,413.25224853515624,408.25224853515624
2021-10-13,2021-10-15,417.6952209472656,427.95574951171875,10.260528564453125,66434.62707519517,0.0,413.518268737793,408.518268737793
2021-10-20,2021-10-22,434.2329406738281,434.9143981933594,0.68145751953125,68434.62707519517,0.0,429.89061126708987,424.89061126708987
2021-10-27,2021-10-29,435.7014465332031,440.79815673828125,5.096710205078125,70434.62707519517,0.0,431.3444320678711,426.3444320678711
2021-11-03,2021-11-05,446.0483703613281,449.7052917480469,3.65692138671875,72434.62707519517,0.0,441.5878866577148,436.5878866577148
2021-11-10,2021-11-12,444.99261474609375,448.4959411621094,3.503326416015625,74434.62707519517,0.0,440.5426885986328,435.5426885986328
2021-11-17,2021-11-19,449.3309631347656,450.0508728027344,0.71990966796875,76434.62707519517,0.0,444.837653503418,439.837653503418
2021-11-24,2021-11-26,450.5787353515625,440.5294494628906,-10.049285888671875,66434.62707519517,10000.0,446.07294799804686,441.07294799804686
2021-12-01,2021-12-03,432.39971923828125,435.202392578125,2.80267333984375,68434.62707519517,0.0,428.07572204589843,423.07572204589843
2021-12-08,2021-12-10,450.65545654296875,451.82647705078125,1.1710205078125,70434.62707519517,0.0,446.1489019775391,441.1489019775391
2021-12-15,2021-12-17,451.6921691894531,442.9440002441406,-8.7481689453125,61972.132568359244,8462.494506835923,447.1752474975586,442.1752474975586
2021-12-29,2021-12-31,459.90576171875,457.4785461425781,-2.427215576171875,63972.132568359244,0.0,455.3067041015625,450.3067041015625
2022-01-05,2022-01-07,451.1407775878906,448.9350280761719,-2.20574951171875,65972.13256835924,0.0,446.6293698120117,441.6293698120117
2022-01-12,2022-01-14,453.68359375,447.6154479980469,-6.068145751953125,62909.512939452936,3062.6196289063046,449.1467578125,444.1467578125
2022-01-19,2022-01-21,435.1228332519531,421.85968017578125,-13.263153076171875,52909.512939452936,10000.0,430.77160491943357,425.77160491943357
2022-01-26,2022-01-28,417.428955078125,425.68353271484375,8.25457763671875,54909.512939452936,0.0,413.2546655273438,408.2546655273438
2022-02-02,2022-02-04,440.5167541503906,432.18511962890625,-8.331634521484375,47056.578979491955,7852.933959960978,436.11158660888674,431.11158660888674
2022-02-09,2022-02-11,440.6997375488281,424.24835205078125,-16.451385498046875,37056.578979491955,10000.0,436.29274017333984,431.29274017333984
2022-02-16,2022-02-18,430.1624450683594,418.2476501464844,-11.914794921875,27056.578979491955,10000.0,425.86082061767576,420.86082061767576
2022-02-23,2022-02-25,406.4196472167969,421.63812255859375,15.218475341796875,29056.578979491955,0.0,402.3554507446289,397.3554507446289
2022-03-02,2022-03-04,421.7729797363281,416.2635192871094,-5.50946044921875,26473.117675781035,2583.4613037109193,417.55524993896483,412.55524993896483
2022-03-09,2022-03-11,411.6787109375,404.60888671875,-7.06982421875,20567.043457031086,5906.07421874995,407.561923828125,402.561923828125
2022-03-16,2022-03-18,419.58648681640625,429.48907470703125,9.902587890625,22567.043457031086,0.0,415.3906219482422,410.3906219482422
2022-03-23,2022-03-25,428.79339599609375,437.3827819824219,8.589385986328125,24567.043457031086,0.0,424.5054620361328,419.5054620361328
2022-03-30,2022-04-01,443.1896057128906,437.6050109863281,-5.5845947265625,22261.646118163848,2305.3973388672375,438.75770965576174,433.75770965576174
2022-04-06,2022-04-08,431.4214172363281,432.4359130859375,1.014495849609375,24261.646118163848,0.0,427.10720306396485,422.10720306396485
2022-04-20,2022-04-22,429.6726379394531,411.6339416503906,-18.0386962890625,14261.646118163848,10000.0,425.37591156005857,420.37591156005857
2022-04-27,2022-04-29,403.1604919433594,398.0686950683594,-5.091796875,12141.262207031086,2120.3839111327625,399.12888702392576,394.12888702392576
2022-05-04,2022-05-06,414.55181884765625,397.4309997558594,-17.120819091796875,2141.2622070310863,10000.0,410.4063006591797,405.4063006591797
2022-05-11,2022-05-13,379.4696044921875,388.1362609863281,8.666656494140625,4141.262207031086,0.0,375.67490844726564,370.67490844726564
2022-05-18,2022-05-20,378.60968017578125,376.4551696777344,-2.154510498046875,6141.262207031086,0.0,374.8235833740234,369.8235833740234
2022-05-25,2022-05-27,383.9333801269531,401.21844482421875,17.285064697265625,8141.262207031086,0.0,380.0940463256836,375.0940463256836
2022-06-01,2022-06-03,395.7402038574219,396.6580505371094,0.9178466796875,10141.262207031086,0.0,391.78280181884764,386.78280181884764
2022-06-08,2022-06-10,397.3150634765625,376.6192932128906,-20.695770263671875,141.2622070310863,10000.0,393.3419128417969,388.3419128417969
2022-06-15,2022-06-17,366.3777770996094,355.0157775878906,-11.36199951171875,-9858.737792968914,10000.0,362.7139993286133,357.7139993286133
2022-06-22,2022-06-24,363.2930603027344,378.5179443359375,15.224884033203125,-7858.737792968914,0.0,359.66012969970706,354.66012969970706
2022-06-29,2022-07-01,369.066650390625,369.93994140625,0.873291015625,-5858.737792968914,0.0,365.37598388671876,360.37598388671876
2022-07-06,2022-07-08,371.890380859375,377.1497802734375,5.2593994140625,-3858.7377929689137,0.0,368.1714770507813,363.1714770507813
2022-07-13,2022-07-15,367.6013488769531,373.71466064453125,6.113311767578125,-1858.7377929689137,0.0,363.9253353881836,358.9253353881836
2022-07-20,2022-07-22,383.0689392089844,383.3794250488281,0.31048583984375,141.2622070310863,0.0,379.23824981689455,374.23824981689455
2022-07-27,2022-07-29,389.153076171875,399.7785339355469,10.625457763671875,2141.2622070310863,0.0,385.26154541015626,380.26154541015626
2022-08-03,2022-08-05,402.1656188964844,401.21466064453125,-0.950958251953125,4141.262207031086,0.0,398.1439627075195,393.1439627075195
2022-08-10,2022-08-12,407.5414123535156,414.4407043457031,6.8992919921875,6141.262207031086,0.0,403.46599822998047,398.46599822998047
2022-08-17,2022-08-19,414.00396728515625,409.627685546875,-4.37628173828125,5668.7780761717295,472.4841308593568,409.8639276123047,404.8639276123047
2022-08-24,2022-08-26,401.4087829589844,393.2965393066406,-8.11224365234375,-2527.533569336032,8196.311645507762,397.3946951293945,392.3946951293945
2022-08-31,2022-09-02,383.466796875,380.6139221191406,-2.852874755859375,-527.5335693360321,0.0,379.63212890625,374.63212890625
2022-09-07,2022-09-09,385.9897155761719,394.54827880859375,8.558563232421875,1472.466430663968,0.0,382.1298184204102,377.1298184204102
2022-09-14,2022-09-16,382.9039611816406,375.66876220703125,-7.235198974609375,-5339.852294921929,6812.318725585897,379.0749215698242,374.0749215698242
2022-09-21,2022-09-23,367.7084045410156,358.5105285644531,-9.1978759765625,-15339.85229492193,10000.0,364.0313204956055,359.0313204956055
2022-09-28,2022-09-30,361.02435302734375,348.016845703125,-13.00750732421875,-25339.85229492193,10000.0,357.4141094970703,352.4141094970703
2022-10-05,2022-10-07,367.41607666015625,353.48291015625,-13.93316650390625,-35339.85229492193,10000.0,363.7419158935547,358.7419158935547
2022-10-12,2022-10-14,347.41278076171875,348.4552917480469,1.042510986328125,-33339.85229492193,0.0,343.93865295410154,338.93865295410154
2022-10-19,2022-10-21,359.04644775390625,364.68792724609375,5.6414794921875,-31339.852294921933,0.0,355.4559832763672,350.4559832763672
2022-10-26,2022-10-28,372.21954345703125,379.0400085449219,6.820465087890625,-29339.852294921933,0.0,368.4973480224609,363.4973480224609
2022-11-02,2022-11-04,365.2530517578125,366.695068359375,1.4420166015625,-27339.852294921933,0.0,361.6005212402344,356.6005212402344
2022-11-09,2022-11-11,364.53204345703125,388.28656005859375,23.7545166015625,-25339.852294921933,0.0,360.88672302246096,355.88672302246096
2022-11-16,2022-11-18,385.3050842285156,385.87017822265625,0.565093994140625,-23339.852294921933,0.0,381.4520333862305,376.4520333862305
2022-11-23,2022-11-25,392.09625244140625,392.0085144042969,-0.087738037109375,-21339.852294921933,0.0,388.1752899169922,383.1752899169922
2022-11-30,2022-12-02,397.2213134765625,396.4710693359375,-0.750244140625,-19339.852294921933,0.0,393.24910034179686,388.24910034179686
2022-12-07,2022-12-09,383.0738525390625,383.1907653808594,0.116912841796875,-17339.852294921933,0.0,379.24311401367186,374.24311401367186
2022-12-14,2022-12-16,389.1537170410156,375.15234375,-14.001373291015625,-27339.852294921933,10000.0,385.26217987060545,380.26217987060545
2022-12-21,2022-12-23,378.0497131347656,374.8000183105469,-3.24969482421875,-25339.852294921933,0.0,374.26921600341797,369.26921600341797
2022-12-28,2022-12-30,368.682373046875,374.3301086425781,5.647735595703125,-23339.852294921933,0.0,364.99554931640625,359.99554931640625
2023-01-04,2023-01-06,375.63201904296875,379.8605041503906,4.228485107421875,-21339.852294921933,0.0,371.8756988525391,366.8756988525391
2023-01-11,2023-01-13,387.14288330078125,390.05975341796875,2.9168701171875,-19339.852294921933,0.0,383.2714544677734,378.2714544677734
2023-01-18,2023-01-20,383.1982421875,387.49530029296875,4.29705810546875,-17339.852294921933,0.0,379.366259765625,374.366259765625
2023-01-25,2023-01-27,391.8706359863281,397.0876770019531,5.217041015625,-15339.852294921933,0.0,387.95192962646485,382.95192962646485
2023-02-01,2023-02-03,402.09930419921875,403.616455078125,1.51715087890625,-13339.852294921933,0.0,398.07831115722655,393.07831115722655
2023-02-08,2023-02-10,401.9524230957031,399.39776611328125,-2.554656982421875,-11339.852294921933,0.0,397.9328988647461,392.9328988647461
2023-02-15,2023-02-17,405.2119140625,398.6342468261719,-6.577667236328125,-16390.94848632819,5051.096191406259,401.159794921875,396.159794921875
2023-02-22,2023-02-24,390.09893798828125,387.9847106933594,-2.114227294921875,-14390.94848632819,0.0,386.19794860839846,381.19794860839846
2023-03-01,2023-03-03,386.37945556640625,395.6292724609375,9.24981689453125,-12390.94848632819,0.0,382.5156610107422,377.5156610107422
2023-03-08,2023-03-10,390.470947265625,377.7364501953125,-12.7344970703125,-22390.94848632819,10000.0,386.56623779296876,381.56623779296876
2023-03-15,2023-03-17,381.03509521484375,383.1868896484375,2.15179443359375,-20390.94848632819,0.0,377.2247442626953,372.2247442626953
2023-03-22,2023-03-24,385.2699279785156,388.8464050292969,3.57647705078125,-18390.94848632819,0.0,381.41722869873047,376.41722869873047
2023-03-29,2023-03-31,394.3487243652344,402.2485046386719,7.8997802734375,-16390.94848632819,0.0,390.40523712158205,385.40523712158205
2023-04-12,2023-04-14,400.9318542480469,405.2649230957031,4.33306884765625,-14390.94848632819,0.0,396.9225357055664,391.9225357055664
2023-04-19,2023-04-21,406.9156799316406,405.00946044921875,-1.906219482421875,-12390.94848632819,0.0,402.8465231323242,397.8465231323242
2023-04-26,2023-04-28,397.3062438964844,408.6744384765625,11.368194580078125,-10390.94848632819,0.0,393.3331814575195,388.3331814575195
2023-05-03,2023-05-05,400.9023742675781,405.4319763183594,4.52960205078125,-8390.94848632819,0.0,396.89335052490236,391.89335052490236
2023-05-10,2023-05-12,405.64813232421875,404.4101257324219,-1.238006591796875,-6390.9484863281905,0.0,401.5916510009766,396.5916510009766
2023-05-17,2023-05-19,407.98663330078125,411.3174743652344,3.330841064453125,-4390.9484863281905,0.0,403.9067669677734,398.9067669677734
2023-05-24,2023-05-26,403.9188537597656,412.69305419921875,8.774200439453125,-2390.9484863281905,0.0,399.87966522216794,394.87966522216794
2023-05-31,2023-06-02,410.5609130859375,420.45526123046875,9.89434814453125,-390.9484863281905,0.0,406.45530395507814,401.45530395507814
2023-06-07,2023-06-09,419.109130859375,422.40069580078125,3.29156494140625,1609.0515136718095,0.0,414.91803955078126,409.91803955078126
2023-06-14,2023-06-16,429.5537109375,433.3978576660156,3.844146728515625,3609.0515136718095,0.0,425.258173828125,420.258173828125
2023-06-21,2023-06-23,428.9402160644531,427.23406982421875,-1.706146240234375,5609.0515136718095,0.0,424.65081390380857,419.65081390380857
2023-06-28,2023-06-30,430.3702697753906,437.1651916503906,6.794921875,7609.0515136718095,0.0,426.0665670776367,421.0665670776367
2023-07-05,2023-07-07,437.01727294921875,432.50042724609375,-4.516845703125,7315.705566406203,293.3459472656068,432.64710021972655,427.64710021972655
2023-07-12,2023-07-14,439.86737060546875,443.0824279785156,3.215057373046875,9315.705566406203,0.0,435.46869689941406,430.46869689941406
2023-07-19,2023-07-21,448.9207763671875,445.9423828125,-2.9783935546875,11315.705566406203,0.0,444.43156860351564,439.43156860351564
2023-07-26,2023-07-28,449.22650146484375,450.6170349121094,1.390533447265625,13315.705566406203,0.0,444.73423645019534,439.73423645019534
2023-08-02,2023-08-04,443.92071533203125,440.646484375,-3.27423095703125,15315.705566406203,0.0,439.48150817871095,434.48150817871095
2023-08-09,2023-08-11,439.6011047363281,439.5024719238281,-0.0986328125,17315.705566406203,0.0,435.20509368896484,430.20509368896484
2023-08-16,2023-08-18,433.575439453125,430.4787292480469,-3.096710205078125,19315.705566406203,0.0,429.23968505859375,424.23968505859375
2023-08-23,2023-08-25,436.91864013671875,433.9008483886719,-3.017791748046875,21315.705566406203,0.0,432.54945373535156,427.54945373535156
2023-08-30,2023-09-01,444.7885437011719,444.966064453125,0.177520751953125,23315.705566406203,0.0,440.34065826416014,435.34065826416014
2023-09-06,2023-09-08,440.06463623046875,439.374267578125,-0.69036865234375,25315.705566406203,0.0,435.66398986816404,430.66398986816404
2023-09-13,2023-09-15,440.3506774902344,438.7962951660156,-1.55438232421875,27315.705566406203,0.0,435.94717071533205,430.94717071533205
2023-09-20,2023-09-22,434.1151123046875,425.9798889160156,-8.135223388671875,19727.56103515619,7588.144531250009,429.77396118164063,424.77396118164063
2023-09-27,2023-09-29,421.65496826171875,423.07025146484375,1.415283203125,21727.56103515619,0.0,417.43841857910155,412.43841857910155
2023-10-04,2023-10-06,420.2793273925781,425.10894775390625,4.829620361328125,23727.56103515619,0.0,416.0765341186523,411.0765341186523
2023-10-11,2023-10-13,431.81903076171875,427.0487365722656,-4.770294189453125,22823.35327148437,904.2077636718204,427.50084045410154,422.50084045410154
2023-10-18,2023-10-20,425.77203369140625,416.8450927734375,-8.92694091796875,13484.912109375024,9338.441162109348,421.5143133544922,416.5143133544922
2023-10-25,2023-10-27,413.24261474609375,406.4435119628906,-6.799102783203125,8151.55883789064,5333.353271484384,409.1101885986328,404.1101885986328
2023-11-01,2023-11-03,418.2999267578125,430.20587158203125,11.90594482421875,10151.55883789064,0.0,414.1169274902344,409.1169274902344
2023-11-08,2023-11-10,432.73944091796875,436.0647277832031,3.325286865234375,12151.55883789064,0.0,428.41204650878905,423.41204650878905
2023-11-15,2023-11-17,445.04119873046875,446.1397399902344,1.098541259765625,14151.55883789064,0.0,440.5907867431641,435.5907867431641
2023-11-22,2023-11-24,450.3261413574219,450.6031799316406,0.27703857421875,16151.55883789064,0.0,445.8228799438477,440.8228799438477
2023-11-29,2023-12-01,449.92034912109375,454.3640441894531,4.443695068359375,18151.55883789064,0.0,445.4211456298828,440.4211456298828
2023-12-06,2023-12-08,450.0688171386719,455.45269775390625,5.383880615234375,20151.55883789064,0.0,445.56812896728513,440.56812896728513
2023-12-13,2023-12-15,465.64642333984375,466.3717041015625,0.72528076171875,22151.55883789064,0.0,460.9899591064453,455.9899591064453
2023-12-20,2023-12-22,465.3084716796875,470.66448974609375,5.35601806640625,24151.55883789064,0.0,460.65538696289065,455.65538696289065
2023-12-27,2023-12-29,473.5064697265625,472.31402587890625,-1.19244384765625,26151.55883789064,0.0,468.7714050292969,463.7714050292969
2024-01-03,2024-01-05,465.83514404296875,464.97064208984375,-0.864501953125,28151.55883789064,0.0,461.1767926025391,456.1767926025391
2024-01-10,2024-01-12,473.55615234375,473.6753845214844,0.119232177734375,30151.55883789064,0.0,468.8205908203125,463.8205908203125
2024-01-17,2024-01-19,469.3130798339844,479.3891296386719,10.0760498046875,32151.55883789064,0.0,464.61994903564454,459.61994903564454
2024-01-24,2024-01-26,482.33050537109375,484.3377685546875,2.00726318359375,34151.55883789064,0.0,477.5072003173828,472.5072003173828
2024-01-31,2024-02-02,479.8363342285156,491.2340087890625,11.397674560546875,36151.55883789064,0.0,475.0379708862305,470.0379708862305
2024-02-07,2024-02-09,494.96038818359375,498.0408630371094,3.080474853515625,38151.55883789064,0.0,490.01078430175784,485.01078430175784
2024-02-14,2024-02-16,495.42742919921875,496.36151123046875,0.93408203125,40151.55883789064,0.0,490.47315490722656,485.47315490722656
2024-02-21,2024-02-23,494.07598876953125,504.64892578125,10.57293701171875,42151.55883789064,0.0,489.1352288818359,484.1352288818359
2024-02-28,2024-03-01,503.0689697265625,509.6174011230469,6.548431396484375,44151.55883789064,0.0,498.03828002929686,493.03828002929686
2024-03-06,2024-03-08,506.53692626953125,508.4945373535156,1.957611083984375,46151.55883789064,0.0,501.47155700683595,496.47155700683595
2024-03-13,2024-03-15,512.7177734375,508.1905212402344,-4.527252197265625,48151.55883789064,0.0,507.590595703125,502.590595703125
2024-03-20,2024-03-22,518.8062744140625,519.533935546875,0.7276611328125,50151.55883789064,0.0,513.6182116699218,508.61821166992183
2024-04-03,2024-04-05,517.7396850585938,516.7628784179688,-0.976806640625,52151.55883789064,0.0,512.5622882080078,507.56228820800777
2024-04-10,2024-04-12,512.4667358398438,509.2072448730469,-3.259490966796875,54151.55883789064,0.0,507.3420684814453,502.3420684814453
2024-04-17,2024-04-19,498.94036865234375,493.56768798828125,-5.3726806640625,53385.00488281247,766.5539550781659,493.95096496582033,488.95096496582033
2024-04-24,2024-04-26,503.78472900390625,506.6255798339844,2.840850830078125,55385.00488281247,0.0,498.7468817138672,493.7468817138672
2024-05-01,2024-05-03,498.74102783203125,509.6458435058594,10.904815673828125,57385.00488281247,0.0,493.7536175537109,488.7536175537109
2024-05-08,2024-05-10,515.52685546875,519.1651611328125,3.6383056640625,59385.00488281247,0.0,510.3715869140625,505.3715869140625
2024-05-15,2024-05-17,528.076416015625,527.7474365234375,-0.3289794921875,61385.00488281247,0.0,522.7956518554688,517.7956518554688
2024-05-22,2024-05-24,528.126220703125,527.7374877929688,-0.38873291015625,63385.00488281247,0.0,522.8449584960938,517.8449584960938
2024-05-29,2024-05-31,524.408203125,525.6741333007812,1.26593017578125,65385.00488281247,0.0,519.16412109375,514.16412109375
2024-06-05,2024-06-07,532.9506225585938,532.2927856445312,-0.6578369140625,67385.00488281247,0.0,527.6211163330078,522.6211163330078
2024-06-12,2024-06-14,539.619140625,541.0346069335938,1.41546630859375,69385.00488281247,0.0,534.22294921875,529.22294921875
2024-06-26,2024-06-28,545.510009765625,544.219970703125,-1.2900390625,71385.00488281247,0.0,540.0549096679688,535.0549096679688
2024-07-03,2024-07-05,551.4600219726562,554.6400146484375,3.17999267578125,73385.00488281247,0.0,545.9454217529296,540.9454217529296
2024-07-10,2024-07-12,561.3200073242188,559.989990234375,-1.33001708984375,75385.00488281247,0.0,555.7068072509766,550.7068072509766
2024-07-17,2024-07-19,556.9400024414062,548.989990234375,-7.95001220703125,70623.78051757818,4761.224365234284,551.3706024169921,546.3706024169921
2024-07-24,2024-07-26,541.22998046875,544.4400024414062,3.21002197265625,72623.78051757818,0.0,535.8176806640626,530.8176806640626
2024-07-31,2024-08-02,550.8099975585938,532.9000244140625,-17.90997314453125,62623.78051757818,10000.0,545.3018975830078,540.3018975830078
2024-08-07,2024-08-09,518.6599731445312,532.989990234375,14.33001708984375,64623.78051757818,0.0,513.4733734130859,508.47337341308594
2024-08-14,2024-08-16,543.75,554.3099975585938,10.55999755859375,66623.78051757818,0.0,538.3125,533.3125
2024-08-21,2024-08-23,560.6199951171875,562.1300048828125,1.510009765625,68623.78051757818,0.0,555.0137951660156,550.0137951660156
2024-08-28,2024-08-30,558.2999877929688,563.6799926757812,5.3800048828125,70623.78051757818,0.0,552.7169879150391,547.7169879150391
2024-09-04,2024-09-06,550.9500122070312,540.3599853515625,-10.59002685546875,60623.78051757818,10000.0,545.4405120849609,540.4405120849609
2024-09-11,2024-09-13,554.4199829101562,562.010009765625,7.59002685546875,62623.78051757818,0.0,548.8757830810547,543.8757830810547
