Date,Wednesday,Wednesday Open,Wednesday High,Wednesday Low,Wednesday Close,Wednesday Average,Friday,Friday Open,Friday High,Friday Low,Friday Close,Friday Average,Avg Difference,Put Sold,Put Buy,Gain/Loss
2020-12-30 00:00:00-05:00,2020-12-30 00:00:00-05:00,353.917955176164,354.6403623975462,353.1860624439646,353.58526611328125,353.91321242075537,2021-01-08 00:00:00-05:00,361.7597733876098,362.61523882594304,358.44245530657554,362.3966369628906,360.5288470662593,6.615634645503917,349.0,344.0,1000.0
2021-01-06 00:00:00-05:00,2021-01-06 00:00:00-05:00,351.41807751676987,358.3284027615007,350.8572720649414,355.0680847167969,354.59283741322105,2021-01-08 00:00:00-05:00,361.7597733876098,362.61523882594304,358.44245530657554,362.3966369628906,360.5288470662593,5.936009653038241,350.0,345.0,1000.0
2021-01-13 00:00:00-05:00,2021-01-13 00:00:00-05:00,359.9537773897004,362.0163973172035,359.155341062182,360.9993591308594,360.58586918969274,2021-01-15 00:00:00-05:00,358.08121787344453,358.8986541684195,355.2106473157998,357.1116943359375,357.05465074210963,-3.5312184475831145,356.0,351.0,1000.0
2021-01-20 00:00:00-05:00,2021-01-20 00:00:00-05:00,362.25403146497985,365.75198032205145,361.8548278014753,364.8965148925781,363.8034040617634,2021-01-22 00:00:00-05:00,363.3376279230735,365.12461684290315,362.9479097856488,363.93646240234375,364.03626331427597,0.23285925251258277,359.0,354.0,1000.0
2021-01-27 00:00:00-05:00,2021-01-27 00:00:00-05:00,361.4080991028139,361.50315726822924,353.60430815045993,355.88555908203125,357.55373270934456,2021-01-29 00:00:00-05:00,357.0451314994173,358.03368401879874,350.0492637580878,351.7602233886719,354.0414738884433,-3.512258820901252,353.0,348.0,1000.0
2021-02-03 00:00:00-05:00,2021-02-03 00:00:00-05:00,363.5182333992165,364.71590236988317,361.65521533970605,362.9574279785156,363.18555885479464,2021-02-05 00:00:00-05:00,368.9932420703362,369.24987297797514,367.0351659397329,368.5274658203125,368.14251945885405,4.956960604059418,358.0,353.0,1000.0
2021-02-10 00:00:00-05:00,2021-02-10 00:00:00-05:00,372.7192578829455,372.87134511884926,368.3278440990441,370.7801818847656,370.5995946089467,2021-02-12 00:00:00-05:00,370.56168421930454,373.46077001054783,370.48562607613513,373.2136535644531,371.9731980433415,1.373603434394795,366.0,361.0,1000.0
2021-02-17 00:00:00-05:00,2021-02-17 00:00:00-05:00,371.10348031110726,373.23264414300525,370.06738393852237,372.97601318359375,371.65001404076384,2021-02-19 00:00:00-05:00,372.67180336140564,372.9664633635497,370.2764652695523,370.73272705078125,371.621464316551,-0.02854972421283719,367.0,362.0,1000.0
2021-02-24 00:00:00-05:00,2021-02-24 00:00:00-05:00,367.21580649110393,372.8239195002708,366.20825369456537,372.38665771484375,369.51608659741805,2021-02-26 00:00:00-05:00,365.33374653337336,366.50287198068844,359.5165468210729,361.5411376953125,363.00970940088064,-6.506377196537414,364.0,359.0,-980.581198238724
2021-03-03 00:00:00-05:00,2021-03-03 00:00:00-05:00,366.7024893367014,367.6910129454926,362.44413337995036,362.5487060546875,365.0675731627215,2021-03-05 00:00:00-05:00,361.63624115036896,365.7235104917697,354.20316781348305,364.6494140625,359.96333915262636,-5.1042340100951265,360.0,355.0,926.6783052527217
2021-03-10 00:00:00-05:00,2021-03-10 00:00:00-05:00,370.4094737832149,372.0348607089278,368.9646886278782,370.3049011230469,370.499774668403,2021-03-12 00:00:00-05:00,372.67176094738085,374.70586618253935,371.8448101317583,374.56329345703125,373.27533815714884,2.7755634887458314,365.0,360.0,1000.0
2021-03-17 00:00:00-04:00,2021-03-17 00:00:00-04:00,375.01010144838256,378.42247793442215,373.8409468943747,377.60504150390625,376.1317124143984,2021-03-19 00:00:00-04:00,371.8039037164947,373.4155521650837,369.2004648912315,371.4224548339844,371.3080085281576,-4.823703886240821,371.0,366.0,1000.0
2021-03-24 00:00:00-04:00,2021-03-24 00:00:00-04:00,372.8719498860276,374.54081411186024,369.50561349745544,369.55328369140625,372.02321380465787,2021-03-26 00:00:00-04:00,372.8052106625275,378.0311505711222,372.1948982710616,377.62109375,375.11302442109195,3.089810616434079,367.0,362.0,1000.0
2021-03-31 00:00:00-04:00,2021-03-31 00:00:00-04:00,377.010712489217,379.54738948918,376.98210455361396,377.9548034667969,378.26474702139694,2021-04-09 00:00:00-04:00,389.45570629611416,392.5836335113305,389.3317288685532,392.4119567871094,390.95768118994187,12.692934168544923,373.0,368.0,1000.0
2021-04-07 00:00:00-04:00,2021-04-07 00:00:00-04:00,387.1193081870959,388.0920072040845,386.652035488153,387.7391662597656,387.37202134611874,2021-04-09 00:00:00-04:00,389.45570629611416,392.5836335113305,389.3317288685532,392.4119567871094,390.95768118994187,3.585659843823123,382.0,377.0,1000.0
2021-04-14 00:00:00-04:00,2021-04-14 00:00:00-04:00,393.6898345602057,394.76744871091324,391.82071473658056,392.37384033203125,393.2940817237469,2021-04-16 00:00:00-04:00,397.9049135486459,398.53431726371696,396.4553962398861,397.9144592285156,397.49485675180154,4.200775028054636,388.0,383.0,1000.0
2021-04-21 00:00:00-04:00,2021-04-21 00:00:00-04:00,392.4310816858809,396.98946434219835,392.2880128863555,396.7796630859375,394.6387386142769,2021-04-23 00:00:00-04:00,393.72806991823927,398.85864119663705,393.65179176993604,397.41864013671875,396.2552164832865,1.6164778690096,389.0,384.0,1000.0
2021-04-28 00:00:00-04:00,2021-04-28 00:00:00-04:00,398.43896819263784,399.5833439337211,397.57115525780847,398.0479736328125,398.5772495957648,2021-04-30 00:00:00-04:00,398.2672920860972,399.1351049588778,397.0370926177948,397.95257568359375,398.0860987883363,-0.4911508074284825,393.0,388.0,1000.0
2021-05-05 00:00:00-04:00,2021-05-05 00:00:00-04:00,398.02891989691176,398.2673290895183,395.9022994218949,396.4744873046875,397.0848142557066,2021-05-07 00:00:00-04:00,400.42257236708883,403.21672122351106,399.7264070218698,402.5491638183594,401.47156412269044,4.386749866983848,392.0,387.0,1000.0
2021-05-12 00:00:00-04:00,2021-05-12 00:00:00-04:00,392.16412657338907,393.46105883343716,385.26932106838996,386.61395263671875,389.36518995091353,2021-05-14 00:00:00-04:00,394.05220969495616,398.13377357615525,394.0236017582786,397.2659606933594,396.0786876672169,6.7134977163033795,384.0,379.0,1000.0
2021-05-19 00:00:00-04:00,2021-05-19 00:00:00-04:00,388.0539158851655,391.9924115896024,386.537607698626,391.81121826171875,389.26500964411423,2021-05-21 00:00:00-04:00,397.542538268154,398.8108914142898,395.23475368318134,395.7020263671875,397.0228225487356,7.757812904621346,384.0,379.0,1000.0
2021-05-26 00:00:00-04:00,2021-05-26 00:00:00-04:00,399.4498554747986,400.15553741816905,398.391332559743,399.6405944824219,399.273434988956,2021-05-28 00:00:00-04:00,401.4524268690561,401.71944397037726,400.32714259225145,400.5655517578125,401.02329328131435,1.74985829235834,394.0,389.0,1000.0
2021-06-02 00:00:00-04:00,2021-06-02 00:00:00-04:00,400.88028618808613,401.70042894744574,399.8503712769412,400.8421325683594,400.77540011219344,2021-06-04 00:00:00-04:00,401.24266316198356,403.31206771775635,399.4212134744401,403.00689697265625,401.36664059609825,0.5912404839048122,395.0,390.0,1000.0
2021-06-09 00:00:00-04:00,2021-06-09 00:00:00-04:00,403.5599846645479,403.6362919004975,401.87205812837755,402.1009216308594,402.7541750144375,2021-06-11 00:00:00-04:00,404.5327176874105,404.7520355124017,403.21669432672854,404.6376037597656,403.9843649195651,1.2301899051275882,397.0,392.0,1000.0
2021-06-16 00:00:00-04:00,2021-06-16 00:00:00-04:00,404.9427644552971,405.1716279548911,400.45114365966697,402.5395812988281,402.81138580727907,2021-06-18 00:00:00-04:00,399.0536542630867,399.7616448879856,396.76702089996576,396.9775085449219,398.2643328939757,-4.547052913303389,397.0,392.0,1000.0
2021-06-23 00:00:00-04:00,2021-06-23 00:00:00-04:00,404.88989191506124,405.7126887061808,404.23930433167845,404.3254089355469,404.9759965189296,2021-06-25 00:00:00-04:00,407.48260678023917,408.62114940491205,407.14773614982494,408.1618957519531,407.88444277736846,2.9084462584388575,399.0,394.0,1000.0
2021-06-30 00:00:00-04:00,2021-06-30 00:00:00-04:00,408.736006366886,410.2381213372832,408.70730483487375,409.54925537109375,409.47271308607844,2021-07-02 00:00:00-04:00,413.00316854350496,415.3280802663879,411.90287500414445,414.9645080566406,413.6154776352662,4.142764549187746,404.0,399.0,1000.0
2021-07-07 00:00:00-04:00,2021-07-07 00:00:00-04:00,414.9070612504997,415.95949932621136,412.8500404467276,415.6724548339844,414.40476988646947,2021-07-09 00:00:00-04:00,413.8259827770011,416.99284518317023,412.08467853976487,416.6866760253906,414.53876186146755,0.13399197499808224,409.0,404.0,1000.0
2021-07-14 00:00:00-04:00,2021-07-14 00:00:00-04:00,418.4853294368507,418.9828615536441,416.1030148550778,417.37548828125,417.54293820436095,2021-07-16 00:00:00-04:00,417.1554748340329,417.20330098720535,412.2855870065088,412.6874084472656,414.74444399685706,-2.798494207503893,412.0,407.0,1000.0
2021-07-21 00:00:00-04:00,2021-07-21 00:00:00-04:00,413.64418185773064,415.90214281815724,412.3717083132367,415.75860595703125,414.13692556569697,2021-07-23 00:00:00-04:00,418.600193729142,421.25997626891547,417.90178000334606,420.9155578613281,419.58087813613076,5.443952570433794,408.0,403.0,1000.0
2021-07-28 00:00:00-04:00,2021-07-28 00:00:00-04:00,420.6667340554056,421.259918474579,418.3992255895162,419.8534851074219,419.8295720320476,2021-07-30 00:00:00-04:00,418.9732729822168,421.0302937676952,418.83931304745687,419.5473327636719,419.93480340757606,0.10523137552843309,414.0,409.0,1000.0
2021-08-04 00:00:00-04:00,2021-08-04 00:00:00-04:00,420.76243342677316,422.0444838189666,419.7578506352314,419.9970397949219,420.901167227099,2021-08-06 00:00:00-04:00,422.9821047129755,423.78577676465375,422.6950602101581,423.355224609375,423.2404184874059,2.3392512603069235,415.0,410.0,1000.0
2021-08-11 00:00:00-04:00,2021-08-11 00:00:00-04:00,424.6277254612771,424.685128522019,423.4796058506504,424.5894470214844,424.0823671863347,2021-08-13 00:00:00-04:00,426.32121682704144,426.6560875134886,425.8237138515097,426.636962890625,426.2399006824992,2.15753349616449,418.0,413.0,1000.0
2021-08-18 00:00:00-04:00,2021-08-18 00:00:00-04:00,423.804924034539,425.4027205117168,419.9396481315046,420.1883850097656,422.67118432161067,2021-08-20 00:00:00-04:00,421.19302852952814,424.5225232851729,420.6954963400007,424.1876525878906,422.6090098125868,-0.0621745090238619,417.0,412.0,1000.0
2021-08-25 00:00:00-04:00,2021-08-25 00:00:00-04:00,428.78959860312546,430.0237935380366,428.4068726223633,429.4975891113281,429.21533308019997,2021-08-27 00:00:00-04:00,427.7850405343419,431.16239043454465,427.72763746958236,430.7796936035156,429.4450139520635,0.22968087186353614,423.0,418.0,1000.0
2021-09-01 00:00:00-04:00,2021-09-01 00:00:00-04:00,432.9898092292634,433.5160137343912,432.0234756202461,432.2626647949219,432.7697446773186,2021-09-03 00:00:00-04:00,432.4348348085096,434.0134772721535,432.0234073027259,433.48724365234375,433.0184422874397,0.24869761012109848,427.0,422.0,1000.0
2021-09-08 00:00:00-04:00,2021-09-08 00:00:00-04:00,431.3920081912631,432.1382771900342,429.44976421464975,431.4111328125,430.794020702342,2021-09-10 00:00:00-04:00,431.5355162789703,431.96603924144694,426.05329030694105,426.17767333984375,429.009664774194,-1.7843559281479884,425.0,420.0,1000.0
2021-09-15 00:00:00-04:00,2021-09-15 00:00:00-04:00,425.39311017085817,429.0192258206357,424.2641444026922,428.51214599609375,426.64168511166395,2021-09-17 00:00:00-04:00,427.0439357812214,427.47583802408326,423.3006072611287,423.66534423828125,425.38822264260597,-1.253462469057979,421.0,416.0,1000.0
2021-09-22 00:00:00-04:00,2021-09-22 00:00:00-04:00,418.5303029324482,422.3504044125869,416.3227244100766,420.267578125,419.3365644113318,2021-09-24 00:00:00-04:00,423.7037627680574,426.8039979101389,423.4829931960969,426.07452392578125,425.1434955531179,5.8069311417860945,414.0,409.0,1000.0
2021-09-29 00:00:00-04:00,2021-09-29 00:00:00-04:00,417.70482658749813,419.4805026699441,416.4186689671336,416.99456787109375,417.9495858185388,2021-10-01 00:00:00-04:00,413.6640001912605,418.51108845081967,410.06466852581485,416.7929992675781,414.28787848831723,-3.6617073302215886,412.0,407.0,1000.0
2021-10-06 00:00:00-04:00,2021-10-06 00:00:00-04:00,412.0226517640078,417.63761458296545,410.3621789648911,417.42645263671875,413.9998967739283,2021-10-08 00:00:00-04:00,421.82251411550095,422.2160445861118,419.6245138933817,420.267578125,420.9202792397467,6.92038246581842,408.0,403.0,1000.0
2021-10-13 00:00:00-04:00,2021-10-13 00:00:00-04:00,417.244195008247,418.53035291652446,414.20157580570515,417.6953125,416.36596436111483,2021-10-15 00:00:00-04:00,426.8807233207495,428.3300635365368,426.24723745076506,427.9557189941406,427.28865049365095,10.922686132536114,411.0,406.0,1000.0
2021-10-20 00:00:00-04:00,2021-10-20 00:00:00-04:00,433.00443092668786,434.540151727418,432.8892569926347,434.2330017089844,433.71470436002636,2021-10-22 00:00:00-04:00,434.92406681999404,436.40220062724035,432.9276210273481,434.9144592285156,434.6649108272942,0.950206467267833,428.0,423.0,1000.0
2021-10-27 00:00:00-04:00,2021-10-27 00:00:00-04:00,438.11066964487253,438.7921349170989,435.6247054216249,435.7015075683594,437.20842016936194,2021-10-29 00:00:00-04:00,437.55395440380084,441.09569914965084,437.2564119924312,440.79815673828125,439.17605557104105,1.9676354016791038,431.0,426.0,1000.0
2021-11-03 00:00:00-04:00,2021-11-03 00:00:00-04:00,442.7657973403922,446.46111723481533,442.3146799097779,446.04840087890625,444.38789857229665,2021-11-05 00:00:00-04:00,450.4251886404099,451.74013986505355,448.16002317431025,449.705322265625,449.95008151968193,5.562182947385281,438.0,433.0,1000.0
2021-11-10 00:00:00-05:00,2021-11-10 00:00:00-05:00,446.87382678027524,448.60152361842916,443.4760786523031,444.9925842285156,446.03880113536616,2021-11-12 00:00:00-05:00,446.4322996847961,449.06220197729533,445.46287031795396,448.49591064453125,447.26253614762464,1.2237350122584871,440.0,435.0,1000.0
2021-11-17 00:00:00-05:00,2021-11-17 00:00:00-05:00,450.15642634438615,450.33879483056984,448.69750774635366,449.33099365234375,449.51815128846175,2021-11-19 00:00:00-05:00,450.7418858374592,452.0184651904801,449.6764977362231,450.05084228515625,450.8474814633516,1.329330174889833,443.0,438.0,1000.0
2021-11-24 00:00:00-05:00,2021-11-24 00:00:00-05:00,447.3345027751275,450.70348634262257,446.49946257600607,450.5787048339844,448.6014744593143,2021-11-26 00:00:00-05:00,443.7640137704093,445.2613334562616,439.37762105245514,440.5294189453125,442.3194772543584,-6.281997204955928,442.0,437.0,1000.0
2021-12-01 00:00:00-05:00,2021-12-01 00:00:00-05:00,443.0921481090797,446.00040698024577,432.19816486265813,432.39971923828125,439.09928592145195,2021-12-03 00:00:00-05:00,440.72139856809724,441.80597262134296,430.8832248999164,435.2024230957031,436.34459876062965,-2.7546871608223,433.0,428.0,1000.0
2021-12-08 00:00:00-05:00,2021-12-08 00:00:00-05:00,449.8684859695774,451.11624258355306,448.0735946123638,450.655517578125,449.59491859795844,2021-12-10 00:00:00-05:00,450.3771357201485,451.9800215163848,447.7664195889263,451.8264465332031,449.87322055265554,0.27830195469709906,443.0,438.0,1000.0
2021-12-15 00:00:00-05:00,2021-12-15 00:00:00-05:00,444.8006553253954,451.9417029526735,442.22831050179536,451.6921691894531,447.08500672723443,2021-12-17 00:00:00-05:00,444.5620977789149,447.6346884295023,441.20056073881943,442.9439392089844,444.4176245841609,-2.667382143073553,441.0,436.0,1000.0
2021-12-22 00:00:00-05:00,2021-12-22 00:00:00-05:00,445.756521453091,450.5917443385261,445.55422956642235,450.4761657714844,448.07298695247425,2021-12-31 00:00:00-05:00,458.13357086638587,459.3086392318768,457.1992715868899,457.47857666015625,458.25395540938337,10.180968456909113,442.0,437.0,1000.0
2021-12-29 00:00:00-05:00,2021-12-29 00:00:00-05:00,459.42422581563454,460.9460592070616,458.4032426580461,459.90582275390625,459.67465093255385,2021-12-31 00:00:00-05:00,458.13357086638587,459.3086392318768,457.1992715868899,457.47857666015625,458.25395540938337,-1.4206955231704796,453.0,448.0,1000.0
2022-01-05 00:00:00-05:00,2022-01-05 00:00:00-05:00,459.59765020624985,460.38747633683585,451.044482827094,451.14080810546875,455.7159795819649,2022-01-07 00:00:00-05:00,450.72655332300076,451.93054558062784,447.54799612626,448.93499755859375,449.73927085344394,-5.9767087285209755,449.0,444.0,1000.0
2022-01-12 00:00:00-05:00,2022-01-12 00:00:00-05:00,454.2325907895361,455.78334819561144,451.6801329288437,453.6835632324219,453.73174056222757,2022-01-14 00:00:00-05:00,444.2154051626295,447.9718555620041,442.97287677863983,447.615478515625,445.47236617032195,-8.259374391905624,447.0,442.0,-2055.2676593561046
2022-01-19 00:00:00-05:00,2022-01-19 00:00:00-05:00,441.2680148806652,442.6935230040079,434.84349879764505,435.1228332519531,438.76851090082647,2022-01-21 00:00:00-05:00,429.16061500403407,431.5685994357356,421.8307245032182,421.859619140625,426.6996619694769,-12.068848931349578,433.0,428.0,-10000.0
2022-01-26 00:00:00-05:00,2022-01-26 00:00:00-05:00,424.49885647296577,427.696667574593,413.07536046584846,417.42901611328125,420.3860140202207,2022-01-28 00:00:00-05:00,416.75473681245995,425.7317111705174,412.0736284867035,425.6835632324219,418.90266982861044,-1.4833441916102856,415.0,410.0,1000.0
2022-02-02 00:00:00-05:00,2022-02-02 00:00:00-05:00,438.7348090891469,441.2583723329532,436.3749723428946,440.5167236328125,438.8166723379239,2022-02-04 00:00:00-05:00,429.92160805915853,436.11493785232403,427.49434059102674,432.18511962890625,431.8046392216754,-7.01203311624846,433.0,428.0,-1390.7215566491686
2022-02-09 00:00:00-05:00,2022-02-09 00:00:00-05:00,438.46505995949536,441.0271588612828,438.26279750245277,440.6996765136719,439.6449781818678,2022-02-11 00:00:00-05:00,432.86891756961285,434.9879262361456,422.7842775784528,424.2483215332031,428.88610190729923,-10.758876274568593,434.0,429.0,-10000.0
2022-02-16 00:00:00-05:00,2022-02-16 00:00:00-05:00,427.59061315670004,431.56860822195284,425.67386691623216,430.162353515625,428.6212375690925,2022-02-18 00:00:00-05:00,421.2335273809592,422.51459158289737,415.9263495845262,418.2476501464844,419.22047058371174,-9.400766985380756,423.0,418.0,-6559.058832576511
2022-02-23 00:00:00-05:00,2022-02-23 00:00:00-05:00,416.7354135853415,417.313335717237,405.84169456732326,406.41961669921875,411.57751514228016,2022-02-25 00:00:00-05:00,413.7977102365683,421.72480648079903,412.11212094021755,421.63812255859375,416.91846371050826,5.3409485682281,406.0,401.0,1000.0
2022-03-02 00:00:00-05:00,2022-03-02 00:00:00-05:00,416.4560704719379,423.5355503025983,415.6855272417237,421.7729187011719,419.610538772161,2022-03-04 00:00:00-05:00,415.8589344290483,417.41930372427436,412.13137902504315,416.26348876953125,414.77534137465875,-4.83519739750227,414.0,409.0,1000.0
2022-03-09 00:00:00-05:00,2022-03-09 00:00:00-05:00,409.49221064159974,413.70136268415655,407.2575940560858,411.67864990234375,410.47947837012117,2022-03-11 00:00:00-05:00,412.36255510029986,412.98862523720277,404.0887232807297,404.6088562011719,408.53867425896624,-1.9408041111549323,405.0,400.0,1000.0
2022-03-16 00:00:00-04:00,2022-03-16 00:00:00-04:00,414.06740504477483,419.6442760940108,409.16472263803007,419.58648681640625,414.40449936602045,2022-03-18 00:00:00-04:00,423.1895212910092,429.8175439325413,422.43589729553383,429.4890441894531,426.1267206140376,11.72222124801715,409.0,404.0,1000.0
2022-03-23 00:00:00-04:00,2022-03-23 00:00:00-04:00,431.79828094747324,433.3248421795646,428.70647329339414,428.7934265136719,431.0156577364794,2022-03-25 00:00:00-04:00,435.9045184490778,437.66298420357214,433.2668198173362,437.3827819824219,435.4649020104542,4.449244273974784,425.0,420.0,1000.0
2022-03-30 00:00:00-04:00,2022-03-30 00:00:00-04:00,444.77413569106494,445.6050711255712,441.0349999499414,443.1896057128906,443.3200355377563,2022-04-01 00:00:00-04:00,437.9818387676858,438.12676079221643,433.9528590574292,437.60504150390625,436.0398099248228,-7.2802256129335206,437.0,432.0,-920.38015035439
2022-04-06 00:00:00-04:00,2022-04-06 00:00:00-04:00,431.7789308699663,433.7499293321665,428.4745613540133,431.4214172363281,431.1122453430899,2022-04-08 00:00:00-04:00,432.82244271246077,435.3925015992634,430.8610858627513,432.43597412109375,433.12679373100735,2.0145483879174435,425.0,420.0,1000.0
2022-04-13 00:00:00-04:00,2022-04-13 00:00:00-04:00,423.2184849955895,429.09288335432905,423.0349072825984,428.3199462890625,426.0638953184637,2022-04-22 00:00:00-04:00,422.1363800272235,423.2668012724395,411.05422408290684,411.6339416503906,417.1605126776732,-8.90338264079054,420.0,415.0,-4678.974644653636
2022-04-20 00:00:00-04:00,2022-04-20 00:00:00-04:00,431.807899908432,432.43591496920664,428.4842174031201,429.672607421875,430.4600661861634,2022-04-22 00:00:00-04:00,422.1363800272235,423.2668012724395,411.05422408290684,411.6339416503906,417.1605126776732,-13.299553508490192,425.0,420.0,-10000.0
2022-04-27 00:00:00-04:00,2022-04-27 00:00:00-04:00,403.13153805311293,408.6194983150957,400.9769616049383,403.1605224609375,404.798229960017,2022-04-29 00:00:00-04:00,409.26682042033025,411.46972383880643,397.3054302105029,398.0687255859375,404.38757702465466,-0.41065293536235004,399.0,394.0,1000.0
2022-05-04 00:00:00-04:00,2022-05-04 00:00:00-04:00,402.976868722435,415.13150586290965,399.7208264196264,414.5517883300781,407.426166141268,2022-05-06 00:00:00-04:00,397.19912451973244,400.77399551455255,392.0107097117671,397.4309997558594,396.3923526131598,-11.033813528108226,402.0,397.0,-10000.0
2022-05-11 00:00:00-04:00,2022-05-11 00:00:00-04:00,384.6097527375074,390.37788560632487,378.70633964580355,379.4696350097656,384.5421126260642,2022-05-13 00:00:00-04:00,383.2956895798818,389.54691499110993,382.2328789447308,388.13629150390625,385.8898969679204,1.3477843418561974,379.0,374.0,1000.0
2022-05-18 00:00:00-04:00,2022-05-18 00:00:00-04:00,389.85613222975985,390.1459762958886,377.3440091284925,378.6097106933594,383.74499271219054,2022-05-20 00:00:00-04:00,379.95272853603035,383.60491124437544,367.6725100159374,376.45513916015625,375.6387106301564,-8.106282082034113,378.0,373.0,-3722.578739687151
2022-05-25 00:00:00-04:00,2022-05-25 00:00:00-04:00,379.04451076684677,385.9430944790319,378.6387290694613,383.93341064453125,382.29091177424664,2022-05-27 00:00:00-04:00,394.116941194262,401.3343519108171,393.91405038695325,401.2184143066406,397.62420114888516,15.333289374638525,377.0,372.0,1000.0
2022-06-01 00:00:00-04:00,2022-06-01 00:00:00-04:00,401.13157032239843,402.16536723155554,393.1701753352447,395.740234375,397.66777128340016,2022-06-03 00:00:00-04:00,398.4551425335588,400.0397018938199,395.662880031561,396.6580505371094,397.8512909626904,0.1835196792902707,392.0,387.0,1000.0
2022-06-08 00:00:00-04:00,2022-06-08 00:00:00-04:00,399.9333889268281,401.75949473420076,396.50344020648276,397.3150329589844,399.13146747034176,2022-06-10 00:00:00-04:00,381.52756554891727,382.3971271273428,376.57102622053486,376.61932373046875,379.48407667393883,-19.64739079640293,394.0,389.0,-10000.0
